Biomass,C (wt%),H (wt%),O (wt%),N (wt%),S (wt%),H/C (wt%),O/C (wt%),(O+N)/C (wt%),BHHV (MJ/kg),VM (wt%),FC (wt%),Ash (wt%),VM/FC (wt%),CL (wt%),HC (wt%),LG (wt%),Temp (°C),Time (min),HR (°C/min),HHV (MJ/kg),Yield (%),CER (%),Reference
Palm kernel shell,50.73,5.97,40.83,0.36,0.06,1.4,0.6,0.61,18.39,75.21,22.74,2.05,3.31,24.25,21.95,47.35,850,10,20,27.1,20.5,30.21,https://doi.org/10.1016/j.enconman.2016.07.038
Pine sawdust,46.73,6.54,42.92,1.71,0.95,1.67,0.69,0.72,17.56,81.48,17.37,1.15,4.69,50.6,11.35,25.9,650,10,20,32.49,20.94,38.74,https://doi.org/10.1016/j.enconman.2016.07.038
Pine sawdust,46.73,6.54,42.92,1.71,0.95,1.67,0.69,0.72,17.56,81.48,17.37,1.15,4.69,50.6,11.35,25.9,700,10,20,32.62,19.83,36.83,https://doi.org/10.1016/j.enconman.2016.07.038
Pine sawdust,46.73,6.54,42.92,1.71,0.95,1.67,0.69,0.72,17.56,81.48,17.37,1.15,4.69,50.6,11.35,25.9,750,10,20,31.81,19.02,34.45,https://doi.org/10.1016/j.enconman.2016.07.038
Pine sawdust,46.73,6.54,42.92,1.71,0.95,1.67,0.69,0.72,17.56,81.48,17.37,1.15,4.69,50.6,11.35,25.9,800,10,20,31.67,16.75,30.2,https://doi.org/10.1016/j.enconman.2016.07.038
Pine sawdust,46.73,6.54,42.92,1.71,0.95,1.67,0.69,0.72,17.56,81.48,17.37,1.15,4.69,50.6,11.35,25.9,850,10,20,31.34,15.94,28.44,https://doi.org/10.1016/j.enconman.2016.07.038
Wheat straw,43,5.36,40.73,0.63,0.22,1.49,0.71,0.72,14.94,73.5,16.44,10.06,4.47,34.3,30.35,21.15,650,10,20,19.61,32.55,42.73,https://doi.org/10.1016/j.enconman.2016.07.038
Wheat straw,43,5.36,40.73,0.63,0.22,1.49,0.71,0.72,14.94,73.5,16.44,10.06,4.47,34.3,30.35,21.15,700,10,20,19.3,32.55,42.05,https://doi.org/10.1016/j.enconman.2016.07.038
Wheat straw,43,5.36,40.73,0.63,0.22,1.49,0.71,0.72,14.94,73.5,16.44,10.06,4.47,34.3,30.35,21.15,750,10,20,18.98,31.64,40.2,https://doi.org/10.1016/j.enconman.2016.07.038
Wheat straw,43,5.36,40.73,0.63,0.22,1.49,0.71,0.72,14.94,73.5,16.44,10.06,4.47,34.3,30.35,21.15,800,10,20,18.78,30.76,38.67,https://doi.org/10.1016/j.enconman.2016.07.038
Wheat straw,43,5.36,40.73,0.63,0.22,1.49,0.71,0.72,14.94,73.5,16.44,10.06,4.47,34.3,30.35,21.15,850,10,20,18.82,29.57,37.25,https://doi.org/10.1016/j.enconman.2016.07.038
Rice straw,49.4,6.16,42.75,1.5,0.2,1.49,0.65,0.68,17.88,71.61,17.11,11.28,4.19,32.96,29.05,4.98,200,30,10,20.31,69.55,78.99,https://doi.org/10.1016/j.energy.2023.129949
Rice straw,49.4,6.16,42.75,1.5,0.2,1.49,0.65,0.68,17.88,71.61,17.11,11.28,4.19,32.96,29.05,4.98,220,30,10,24.73,56.42,78.03,https://doi.org/10.1016/j.energy.2023.129949
Rice straw,49.4,6.16,42.75,1.5,0.2,1.49,0.65,0.68,17.88,71.61,17.11,11.28,4.19,32.96,29.05,4.98,240,30,10,25.41,46.95,66.72,https://doi.org/10.1016/j.energy.2023.129949
Rice straw,49.4,6.16,42.75,1.5,0.2,1.49,0.65,0.68,17.88,71.61,17.11,11.28,4.19,32.96,29.05,4.98,260,30,10,26.51,42.95,63.67,https://doi.org/10.1016/j.energy.2023.129949
Rice straw,49.4,6.16,42.75,1.5,0.2,1.49,0.65,0.68,17.88,71.61,17.11,11.28,4.19,32.96,29.05,4.98,280,30,10,27.33,41.03,62.71,https://doi.org/10.1016/j.energy.2023.129949
Rice straw,49.4,6.16,42.75,1.5,0.2,1.49,0.65,0.68,17.88,71.61,17.11,11.28,4.19,32.96,29.05,4.98,300,30,10,27.49,40.64,62.48,https://doi.org/10.1016/j.energy.2023.129949
Maple sawdust,50.53,5.95,43.12,0.39,0,1.4,0.64,0.65,17.88,84.17,14.71,1.12,5.72,50.31,29.18,19.79,200,30,10,22,75.68,93.12,https://doi.org/10.1016/j.energy.2023.129949
Maple sawdust,50.53,5.95,43.12,0.39,0,1.4,0.64,0.65,17.88,84.17,14.71,1.12,5.72,50.31,29.18,19.79,220,30,10,24.21,66.23,89.68,https://doi.org/10.1016/j.energy.2023.129949
Maple sawdust,50.53,5.95,43.12,0.39,0,1.4,0.64,0.65,17.88,84.17,14.71,1.12,5.72,50.31,29.18,19.79,240,30,10,26.1,50.83,74.2,https://doi.org/10.1016/j.energy.2023.129949
Maple sawdust,50.53,5.95,43.12,0.39,0,1.4,0.64,0.65,17.88,84.17,14.71,1.12,5.72,50.31,29.18,19.79,260,30,10,30.02,39.44,66.22,https://doi.org/10.1016/j.energy.2023.129949
Maple sawdust,50.53,5.95,43.12,0.39,0,1.4,0.64,0.65,17.88,84.17,14.71,1.12,5.72,50.31,29.18,19.79,280,30,10,31.31,31.59,55.32,https://doi.org/10.1016/j.energy.2023.129949
Maple sawdust,50.53,5.95,43.12,0.39,0,1.4,0.64,0.65,17.88,84.17,14.71,1.12,5.72,50.31,29.18,19.79,300,30,10,32.47,28.78,52.27,https://doi.org/10.1016/j.energy.2023.129949
Peanut shell,52.16,5.63,40.77,1.44,0,1.29,0.59,0.61,18.39,71.53,23.04,5.44,3.1,42.25,9.79,32.95,200,30,10,21.92,78.4,93.44,https://doi.org/10.1016/j.energy.2023.129949
Peanut shell,52.16,5.63,40.77,1.44,0,1.29,0.59,0.61,18.39,71.53,23.04,5.44,3.1,42.25,9.79,32.95,220,30,10,22.32,72.5,87.98,https://doi.org/10.1016/j.energy.2023.129949
Peanut shell,52.16,5.63,40.77,1.44,0,1.29,0.59,0.61,18.39,71.53,23.04,5.44,3.1,42.25,9.79,32.95,240,30,10,25.38,55.41,76.46,https://doi.org/10.1016/j.energy.2023.129949
Peanut shell,52.16,5.63,40.77,1.44,0,1.29,0.59,0.61,18.39,71.53,23.04,5.44,3.1,42.25,9.79,32.95,260,30,10,26.04,43.96,62.24,https://doi.org/10.1016/j.energy.2023.129949
Peanut shell,52.16,5.63,40.77,1.44,0,1.29,0.59,0.61,18.39,71.53,23.04,5.44,3.1,42.25,9.79,32.95,280,30,10,27.42,41.28,61.54,https://doi.org/10.1016/j.energy.2023.129949
Peanut shell,52.16,5.63,40.77,1.44,0,1.29,0.59,0.61,18.39,71.53,23.04,5.44,3.1,42.25,9.79,32.95,300,30,10,28.04,39.83,60.72,https://doi.org/10.1016/j.energy.2023.129949
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.62,31.55,20.43,130,0,10,14.57,91.71,96.21,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.62,31.55,20.43,230,0,10,15.09,87.29,94.84,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.62,31.55,20.43,330,0,10,17.58,73.07,92.49,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.55,31.55,20.63,430,0,10,17.73,55.29,70.58,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.67,31.55,20.96,530,0,10,18.51,24.71,32.93,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.55,31.55,20.69,630,0,10,17.62,46.07,58.45,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.55,31.55,20.69,730,0,10,17.4,42.21,52.88,https://doi.org/10.1016/j.fuproc.2023.107818
Algae,34.8,5.4,32.38,5.25,2.05,1.85,0.7,0.83,13.89,50.21,29.05,20.74,1.73,31.46,31.55,20.89,830,0,10,18.46,34.92,46.41,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,130,0,10,21.62,93.64,95.79,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,230,0,10,21.59,91.5,93.47,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,330,0,10,24.72,63.86,74.69,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,430,0,10,26.42,42.64,53.3,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,530,0,10,26.89,36.43,46.35,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,630,0,10,27.44,31.29,40.62,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,730,0,10,27.84,27.21,35.84,https://doi.org/10.1016/j.fuproc.2023.107818
Coconut shell,54.5,6.35,35.71,0.42,0.22,1.39,0.49,0.5,21.14,67.68,29.28,3.04,2.31,18.5,47.1,30.5,830,0,10,27.68,18.21,23.85,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,130,0,10,12.22,83.64,86.29,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,230,0,10,12.8,78.07,84.37,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,330,0,10,15.6,54.21,71.4,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,430,0,10,17.89,32.79,49.53,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,530,0,10,18.81,27.86,44.24,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,630,0,10,20.15,25.07,42.65,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,730,0,10,20.1,21.42,36.35,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.2,5.2,47.68,0.63,0.19,1.62,0.94,0.95,11.84,69.61,21.44,8.95,3.25,38.2,26.4,24.1,830,0,10,20.06,16.07,27.22,https://doi.org/10.1016/j.fuproc.2023.107818
Rice husk,38.1,5,56.1,0.26,0.52,1.56,1.11,1.11,10.05,60.26,18.33,21.41,3.29,28.6,28.6,24.4,400,0,21,17,44.5,75.25,https://doi.org/10.1016/j.jclepro.2016.11.107
Rice husk,38.1,5,56.1,0.26,0.52,1.56,1.11,1.11,10.05,60.26,18.33,21.41,3.29,28.6,28.6,24.4,500,0,21,17.1,41.1,69.91,https://doi.org/10.1016/j.jclepro.2016.11.107
Rice husk,38.1,5,56.1,0.26,0.52,1.56,1.11,1.11,10.05,60.26,18.33,21.41,3.29,28.6,28.6,24.4,600,0,21,17,40,67.64,https://doi.org/10.1016/j.jclepro.2016.11.107
Rice husk,38.1,5,56.1,0.26,0.52,1.56,1.11,1.11,10.05,60.26,18.33,21.41,3.29,28.6,28.6,24.4,700,0,22,15.7,39.1,61.06,https://doi.org/10.1016/j.jclepro.2016.11.107
Rice husk,38.1,5,56.1,0.26,0.52,1.56,1.11,1.11,10.05,60.26,18.33,21.41,3.29,28.6,28.6,24.4,800,0,22,15.9,37.6,59.47,https://doi.org/10.1016/j.jclepro.2016.11.107
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,200,0,5,14.86,78.95,81.64,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,400,0,5,18.99,46.97,62.07,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,600,0,5,22.66,35.63,56.18,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,800,0,5,23.11,30.32,48.76,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,200,0,10,14.96,89.84,93.52,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,400,0,10,18,37.41,46.86,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,600,0,10,24.66,25.33,43.47,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,800,0,10,25.11,20.47,35.77,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,200,0,15,13.89,83.72,80.92,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,400,0,15,22.85,38.59,61.36,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,600,0,15,23.45,26.07,42.54,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,800,0,15,24.76,20.62,35.53,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,200,0,20,14.27,88.02,87.4,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,400,0,20,24.33,40.94,69.31,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,600,0,20,24.12,28.86,48.44,https://doi.org/10.1016/j.jclepro.2022.131637
Plum,45.2,5.4,48.3,1.1,0.04,1.42,0.8,0.82,14.37,89.1,7.55,3.35,11.8,7.5,34.5,37.1,800,0,20,23.95,25.04,41.73,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,200,0,5,15.5,80.1,86.91,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,400,0,5,20.94,37.48,54.94,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,600,0,5,21.21,25.5,37.86,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,800,0,5,21.14,20.3,30.04,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,200,0,10,15.41,80.5,86.84,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,400,0,10,19.86,37.48,52.11,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,600,0,10,21.16,25.5,37.77,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,800,0,10,21.06,20.3,29.93,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,200,0,15,16.44,80.9,93.1,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,400,0,15,20.73,37.48,54.39,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,600,0,15,21.03,25.5,37.54,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,800,0,15,20.93,20.3,29.74,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,200,0,20,16.51,81.7,94.42,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,400,0,20,19.79,37.48,51.92,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,600,0,20,20.01,25.5,35.72,https://doi.org/10.1016/j.jclepro.2022.131637
Fig pomace,42.5,6.2,50.1,1.3,0.1,1.74,0.88,0.91,14.29,89.44,2.37,8.19,37.74,11.8,51.5,15.7,800,0,20,19.85,20.3,28.21,https://doi.org/10.1016/j.jclepro.2022.131637
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,300,26,10,23.69,79.73,87.59,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,350,26,10,26.57,36.97,45.55,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,400,24,10,30,21.76,30.27,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,450,24,10,29.94,19.78,27.46,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,500,24,10,29.16,18.31,24.76,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,550,24,10,29.04,17.2,23.16,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,600,24,10,29.04,16.09,21.67,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,300,19,20,24.11,85.07,95.11,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,350,18,20,25.6,52.62,62.47,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,400,17,20,29.46,22.49,30.73,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,450,16,20,29.44,20.4,27.85,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,500,16,20,29.04,18.8,25.32,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,550,16,20,28.75,17.69,23.59,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,600,16,20,28.74,16.71,22.27,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,300,19,30,24.03,89.07,99.26,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,350,18,30,25.08,62.46,72.64,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,400,18,30,28.91,23.11,30.98,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,450,16,30,29.32,20.89,28.4,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,500,16,30,28.96,19.17,25.75,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,550,16,30,28.75,18.06,24.08,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,600,16,30,28.71,17.07,22.73,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,300,19,40,22.93,88.12,93.7,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,350,18,40,24.71,67.86,77.76,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,400,18,40,28.91,23.72,31.8,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,450,17,40,29.25,21.51,29.18,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,500,16,40,29.17,19.66,26.59,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,550,16,40,28.9,18.67,25.02,https://doi.org/10.1016/j.joei.2023.101416
Poplar,53.51,7.27,38.7,0.48,0.04,1.62,0.54,0.55,21.56,83.65,15.05,1.3,5.56,53.2,19.56,18.96,600,16,40,28.73,17.57,23.41,https://doi.org/10.1016/j.joei.2023.101416
Cedar,55.52,7.48,36.21,0.08,0.04,1.61,0.49,0.49,22.99,80.04,14.61,5.35,5.48,39.45,17.71,27.62,300,26,10,23.42,81.11,82.64,https://doi.org/10.1016/j.joei.2023.101416
Cedar,55.52,7.48,36.21,0.08,0.04,1.61,0.49,0.49,22.99,80.04,14.61,5.35,5.48,39.45,17.71,27.62,350,26,10,25.27,54.07,59.44,https://doi.org/10.1016/j.joei.2023.101416
Cedar,55.52,7.48,36.21,0.08,0.04,1.61,0.49,0.49,22.99,80.04,14.61,5.35,5.48,39.45,17.71,27.62,400,26,10,26.18,35.2,40.09,https://doi.org/10.1016/j.joei.2023.101416
Cedar,55.52,7.48,36.21,0.08,0.04,1.61,0.49,0.49,22.99,80.04,14.61,5.35,5.48,39.45,17.71,27.62,450,26,10,26.75,31.25,36.36,https://doi.org/10.1016/j.joei.2023.101416
Cedar,55.52,7.48,36.21,0.08,0.04,1.61,0.49,0.49,22.99,80.04,14.61,5.35,5.48,39.45,17.71,27.62,500,26,10,27.07,29.07,34.23,https://doi.org/10.1016/j.joei.2023.101416
